BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,lat,lng
3,55,12,7,1147,1208,106,11238.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,106,1078000,2019-04-03,40.677895,-73.96341799999999
3,25,12,7,8665,1202,106,11235.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,106,685000,2019-12-03,40.5807609,-73.962907
5,235,0,0,1478,485,8,10302.0,1.0,0.0,1.0,2500.0,1230.0,1970.0,1,8,460000,2019-10-03,40.7242545,-73.99316449999999
4,114,0,0,14228,167,2,11414.0,1.0,0.0,1.0,2400.0,800.0,1920.0,1,2,242540,2019-11-22,40.6561695,-73.8322087
4,215,10,4,139,1014,109,11104.0,1.0,0.0,1.0,0.0,0.0,1931.0,2,109,405600,2019-09-10,40.7436341,-73.916415
4,89,0,0,7192,50,1,11366.0,1.0,0.0,1.0,4000.0,1296.0,1950.0,1,1,915000,2019-05-16,40.727075,-73.789014
4,129,0,0,13166,43,1,11413.0,1.0,0.0,1.0,3142.0,1316.0,1920.0,1,1,620000,2019-06-14,40.673182,-73.739324
5,220,0,0,7863,44,5,10307.0,1.0,0.0,1.0,1276.0,1144.0,1990.0,1,5,10,2019-04-17,40.50512,-74.2387339
1,155,10,4,862,1361,109,10016.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,1500000,2019-05-10,40.7474748,-73.9850314
3,23,6,5,5512,75,16,11204.0,4.0,0.0,4.0,2003.0,2800.0,1931.0,2,16,1250000,2019-08-14,40.6220772,-73.98687129999999
3,135,34,8,6782,1596,116,11229.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,119,754000,2019-12-18,40.609859,-73.9538063
1,108,10,4,1969,1013,109,10027.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,710739,2019-12-17,40.8151269,-73.95337409999999
5,138,0,0,705,379,2,10314.0,1.0,0.0,1.0,4040.0,2132.0,1975.0,1,2,685000,2019-03-26,40.6083282,-74.11791690000001
4,171,1,0,11531,41,11,11417.0,2.0,0.0,2.0,2000.0,1300.0,1925.0,1,11,500000,2019-07-09,40.67148,-73.840621
4,6,0,0,16047,42,1,11692.0,1.0,0.0,1.0,2000.0,2176.0,1920.0,1,1,385220,2019-08-01,40.597009,-73.799573
5,70,0,0,5350,85,2,10312.0,1.0,0.0,1.0,5850.0,1000.0,1955.0,1,2,590000,2019-08-13,40.5344089,-74.1592048
4,183,0,0,11227,86,0,11429.0,1.0,0.0,1.0,4000.0,1020.0,1945.0,1,0,525000,2019-02-20,40.7050948,-73.7292367
1,134,10,4,248,1374,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1389514,2019-07-02,40.710446,-73.991227
1,223,10,4,1416,1113,109,10065.0,1.0,0.0,1.0,0.0,0.0,1967.0,2,109,4350000,2019-03-20,40.7630942,-73.9649721
3,66,1,0,4478,119,9,11208.0,2.0,0.0,2.0,3000.0,2120.0,1955.0,1,9,750000,2019-02-28,40.6661855,-73.8750424
1,105,10,4,2045,1054,109,10039.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,840000,2019-12-17,40.8235418,-73.94246629999999
5,115,0,0,6336,20,1,10312.0,1.0,0.0,1.0,9950.0,3392.0,2019.0,1,1,880000,2019-02-08,40.5393598,-74.19401719999999
4,52,6,5,1617,34,15,11368.0,6.0,0.0,6.0,2000.0,3675.0,1931.0,2,15,990000,2019-01-24,40.746892,-73.86453600000002
1,123,10,4,702,1098,109,10001.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,5023050,2019-04-29,40.7533222,-74.0031546
1,231,10,4,2111,1126,109,10032.0,1.0,0.0,1.0,0.0,0.0,2014.0,2,109,610000,2019-05-03,40.8383766,-73.9366829
2,217,9,4,5606,1007,107,10465.0,1.0,0.0,1.0,0.0,0.0,1996.0,2,107,360000,2019-02-05,40.8140649,-73.82204639999999
2,217,0,0,5432,48,1,10465.0,1.0,0.0,1.0,2000.0,1664.0,1930.0,1,1,525000,2019-10-30,40.8278228,-73.82101109999999
4,212,0,0,10963,199,5,11429.0,1.0,0.0,1.0,2600.0,1224.0,1950.0,1,5,495000,2019-06-10,40.705164,-73.750625
2,237,6,5,4863,79,16,10466.0,4.0,0.0,4.0,3630.0,2746.0,1931.0,2,16,300000,2019-02-20,40.8873209,-73.8515962
1,145,10,4,1292,1455,109,10022.0,1.0,0.0,1.0,0.0,0.0,2012.0,2,109,31501890,2019-06-21,40.7615762,-73.9717625
3,19,1,0,6853,29,11,11214.0,2.0,0.0,2.0,3600.0,2304.0,1920.0,1,11,1430000,2019-08-20,40.6013293,-73.98858129999999
2,152,21,8,2692,1,41,10459.0,0.0,1.0,1.0,819.0,720.0,1910.0,4,40,110000,2019-12-20,40.8265699,-73.8980275
1,134,10,4,248,1298,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1503502,2019-06-19,40.710446,-73.991227
3,51,10,4,7279,2073,109,11224.0,1.0,0.0,1.0,0.0,0.0,1964.0,2,109,600000,2019-09-26,40.5753482,-73.974774
2,11,0,0,4739,20,5,10469.0,1.0,0.0,1.0,2500.0,1748.0,1930.0,1,5,550000,2019-09-12,40.8725087,-73.8483622
3,25,10,4,8720,1034,109,11235.0,1.0,0.0,1.0,0.0,0.0,2000.0,2,109,730000,2019-03-28,40.5770098,-73.95834599999999
4,194,1,0,13676,62,10,11422.0,2.0,0.0,2.0,3000.0,2181.0,1950.0,1,10,1,2019-08-07,40.651415,-73.733329
3,79,2,0,4666,6,13,11212.0,3.0,0.0,3.0,2550.0,3180.0,1940.0,1,13,550000,2019-03-29,40.656664,-73.9221354
1,146,10,4,1320,1409,109,10017.0,1.0,0.0,1.0,0.0,0.0,1957.0,2,109,680000,2019-08-02,40.7535482,-73.971685
3,66,0,0,4211,3,1,11208.0,1.0,0.0,1.0,3000.0,1500.0,1899.0,1,1,405600,2019-01-10,40.6756104,-73.87421549999999
2,13,6,4,3324,99,14,10467.0,50.0,0.0,50.0,11340.0,53040.0,1925.0,2,14,12375857,2019-04-04,40.8811969,-73.883932
5,70,0,0,5643,57,5,10312.0,1.0,0.0,1.0,9875.0,1912.0,1992.0,1,5,715500,2019-08-30,40.5559808,-74.17323999999999
3,14,1,0,1817,75,11,11216.0,2.0,0.0,2.0,2200.0,3168.0,1899.0,1,11,1300000,2019-05-23,40.7128075,-73.99094579999999
5,220,0,0,7913,80,1,10307.0,1.0,0.0,1.0,10000.0,4410.0,1984.0,1,1,960000,2019-08-12,40.5057767,-74.2473922
1,147,10,4,1030,1006,109,10019.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1858306,2019-09-27,40.7671773,-73.980294
5,70,0,0,5660,29,5,10312.0,1.0,0.0,1.0,2800.0,1400.0,1994.0,1,5,560000,2019-11-22,40.550583,-74.17571699999999
4,52,1,0,1714,13,9,11368.0,2.0,0.0,2.0,3082.0,2368.0,1910.0,1,9,1041,2019-01-10,40.756707,-73.8686649
3,135,0,0,7331,36,5,11229.0,1.0,0.0,1.0,1800.0,1224.0,1930.0,1,5,765000,2019-06-20,40.6009573,-73.9451553
3,14,10,4,1747,1419,109,11206.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,763688,2019-01-14,40.6960819,-73.9475159
4,203,0,0,11991,47,1,11436.0,1.0,0.0,1.0,2000.0,882.0,1930.0,1,1,440000,2019-07-03,40.683182,-73.795838
2,175,0,0,4394,16,5,10469.0,1.0,0.0,1.0,2500.0,2071.0,1945.0,1,5,595000,2019-05-17,40.860285,-73.841549
2,126,1,0,3237,90,9,10463.0,2.0,0.0,2.0,4219.0,3013.0,1901.0,1,9,495000,2019-05-20,40.869948,-73.90512199999999
4,69,10,4,1531,1005,109,11373.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,590000,2019-02-13,40.740352,-73.8861533
5,70,0,0,5636,69,5,10312.0,1.0,0.0,1.0,1955.0,1585.0,1988.0,1,5,475000,2019-09-06,40.55021,-74.174181
5,98,0,0,5457,130,2,10308.0,1.0,0.0,1.0,4000.0,1460.0,1965.0,1,2,725000,2019-07-03,40.5567435,-74.1575557
4,84,0,0,5573,52,0,11365.0,1.0,0.0,1.0,4000.0,945.0,1955.0,1,0,740000,2019-12-13,40.748132,-73.7983859
3,14,1,0,1703,70,11,11233.0,2.0,0.0,2.0,1404.0,2352.0,1899.0,1,11,4000,2019-11-08,40.678581,-73.927033
2,217,1,0,5501,37,9,10465.0,2.0,0.0,2.0,1800.0,1728.0,1950.0,1,9,730000,2019-12-13,40.8171853,-73.8111642
3,167,1,0,1531,63,11,11233.0,2.0,0.0,2.0,1503.0,1530.0,1899.0,1,11,650000,2019-12-04,40.6788901,-73.9183848
2,53,3,1,5417,1123,108,10465.0,1.0,0.0,1.0,0.0,0.0,2006.0,1,108,500000,2019-10-01,40.845168,-73.81530310000001
3,167,12,7,1527,1001,106,11233.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,106,481650,2019-04-11,40.6801869,-73.91312839999999
5,180,0,0,1042,164,1,10302.0,1.0,0.0,1.0,3700.0,960.0,1925.0,1,1,385000,2019-01-28,40.627937,-74.1335749
5,138,0,0,763,126,0,10314.0,1.0,0.0,1.0,6000.0,1475.0,1950.0,1,0,720000,2019-12-11,40.6056051,-74.126634
4,236,0,0,4498,11,0,11357.0,1.0,0.0,1.0,6250.0,1475.0,1945.0,1,0,531250,2019-02-14,40.794334,-73.81676999999999
4,84,0,0,6437,31,5,11355.0,1.0,0.0,1.0,2160.0,1224.0,1950.0,1,5,920000,2019-02-11,40.742587,-73.815358
4,143,0,0,3781,7,1,11379.0,1.0,0.0,1.0,5000.0,1408.0,1920.0,1,1,850000,2019-07-15,40.71221999999999,-73.873218
3,167,2,0,1533,13,13,11233.0,3.0,0.0,3.0,1875.0,3093.0,1920.0,1,13,750000,2019-01-07,40.7329488,-73.9980078
1,224,12,7,1544,1203,106,10028.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,106,922500,2019-09-27,40.7749238,-73.95322589999999
2,13,1,0,3331,51,11,10467.0,2.0,0.0,2.0,2875.0,2079.0,1915.0,1,11,495000,2019-08-13,40.871149,-73.8773779
4,7,1,0,650,123,11,11103.0,2.0,0.0,2.0,3000.0,2720.0,1935.0,1,11,2850000,2019-12-03,40.76389899999999,-73.91904199999999
3,100,10,4,2530,1173,109,11222.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,2158690,2019-04-30,40.73191569999999,-73.96068079999999
3,216,1,0,838,14,10,11220.0,2.0,0.0,2.0,2003.0,2352.0,1901.0,1,10,1,2019-04-17,40.7664059,-73.9846696
3,169,1,0,7201,21,11,11235.0,2.0,0.0,2.0,3000.0,1920.0,1930.0,1,11,1200000,2019-09-12,40.5900195,-73.9636955
3,33,12,7,3296,1002,106,11221.0,1.0,0.0,1.0,0.0,0.0,2019.0,2,106,712775,2019-12-17,40.694677,-73.922462
5,160,3,1,4229,1036,108,10306.0,1.0,0.0,1.0,0.0,0.0,1988.0,1,108,231000,2019-09-03,40.5702138,-74.1221621
4,212,0,0,10923,26,5,11412.0,1.0,0.0,1.0,2517.0,1191.0,1920.0,1,5,657558,2019-03-25,40.703739,-73.76597
5,160,0,0,4033,100,1,10306.0,1.0,0.0,1.0,5050.0,1928.0,1930.0,1,1,795000,2019-07-08,40.5673239,-74.1060794
3,173,3,1,1112,1207,108,11215.0,1.0,0.0,1.0,0.0,0.0,2013.0,1,108,2025000,2019-07-31,40.6613411,-73.9856283
3,66,0,0,4055,60,5,11208.0,1.0,0.0,1.0,1620.0,1134.0,1990.0,1,5,450000,2019-01-11,40.67058420000001,-73.877569
4,52,7,4,1986,39,29,11368.0,13.0,0.0,13.0,2500.0,12293.0,2008.0,2,28,4050000,2019-04-25,40.7488576,-73.8581477
4,104,9,4,16137,1014,107,11693.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,107,575000,2019-11-21,40.5847612,-73.81404289999999
2,109,21,8,2516,63,49,10452.0,0.0,2.0,2.0,7268.0,2200.0,1929.0,4,48,250000,2019-07-10,40.8370141,-73.9265162
4,207,0,0,12147,32,1,11433.0,1.0,0.0,1.0,2500.0,1216.0,1920.0,1,1,790000,2019-04-12,40.6925378,-73.7942097
1,226,10,4,1114,1385,109,10023.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,1921988,2019-10-21,40.7697189,-73.9810746
4,171,1,0,9109,33,10,11417.0,2.0,0.0,2.0,2500.0,2168.0,1920.0,1,10,785000,2019-10-11,40.68048659999999,-73.84969079999999
1,227,2,0,1202,17,13,10024.0,3.0,0.0,3.0,2114.0,6689.0,1899.0,1,13,8875000,2019-05-15,40.78736079999999,-73.96961879999999
3,23,1,0,5449,35,10,11204.0,2.0,0.0,2.0,2654.0,2800.0,1920.0,1,10,2200000,2019-07-22,40.6289197,-73.98092539999999
2,41,0,0,5628,107,2,10464.0,1.0,0.0,1.0,3392.0,924.0,1950.0,1,2,185000,2019-10-21,40.682564,-74.001901
3,25,12,7,8668,1008,106,11235.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,106,515000,2019-12-10,40.5811002,-73.9607448
3,239,1,0,2768,8,12,11211.0,2.0,0.0,2.0,904.0,1296.0,1901.0,1,12,1100000,2019-02-12,40.7132408,-73.9488418
3,77,0,0,4719,42,1,11203.0,1.0,0.0,1.0,2500.0,840.0,1910.0,1,1,629000,2019-11-06,40.64818229999999,-73.9326066
4,65,1,0,1659,30,9,11369.0,2.0,0.0,2.0,3000.0,2200.0,1925.0,1,9,600000,2019-02-21,40.7621352,-73.86774009999999
3,33,11,5,3166,31,128,11237.0,4.0,1.0,5.0,2500.0,5750.0,1931.0,2,128,10,2019-12-13,40.7054649,-73.92597669999999
2,11,1,0,4746,7,9,10469.0,2.0,0.0,2.0,2200.0,1475.0,1955.0,1,9,476000,2019-12-11,40.8743647,-73.84531799999999
3,79,0,0,4594,78,5,11212.0,1.0,0.0,1.0,1600.0,1728.0,1950.0,1,5,615000,2019-07-03,40.7836914,-73.9551145
1,39,10,4,695,1355,109,10011.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,999100,2019-04-29,40.748696,-74.006062
3,25,10,4,8720,1065,109,11235.0,1.0,0.0,1.0,0.0,0.0,2000.0,2,109,1250000,2019-08-07,40.7476873,-73.9878772
4,84,10,4,5044,1454,109,11355.0,1.0,0.0,1.0,0.0,0.0,1960.0,2,109,744000,2019-02-04,40.7580584,-73.8285843
2,205,11,5,3499,10,130,10473.0,4.0,2.0,6.0,7550.0,3684.0,1931.0,2,130,1500000,2019-03-26,40.8139317,-73.8580262
1,147,10,4,1032,1257,109,10036.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,799000,2019-07-31,40.7578531,-73.9923304
1,155,10,4,894,408,109,10016.0,1.0,0.0,1.0,0.0,0.0,1924.0,2,109,993950,2019-04-29,40.7498752,-73.9786682
1,232,10,4,2180,1319,109,10040.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,512500,2019-09-17,40.8568972,-73.9340074
5,233,0,0,221,79,1,10310.0,1.0,0.0,1.0,2558.0,2292.0,2016.0,1,1,574999,2019-05-28,40.7202749,-73.9949357
4,194,1,0,13586,52,10,11422.0,2.0,0.0,2.0,4300.0,2596.0,1945.0,1,10,850000,2019-10-22,40.65769,-73.733169
5,163,10,4,2451,1012,109,10314.0,1.0,0.0,1.0,0.0,0.0,1988.0,2,109,400000,2019-01-03,40.5812174,-74.1582645
2,116,31,8,2770,1,142,10474.0,0.0,252.0,252.0,5612000.0,1172005.0,1960.0,4,142,2800000,2019-12-30,40.812627,-73.876746
5,70,1,0,5641,5,10,10312.0,2.0,0.0,2.0,4200.0,1720.0,1965.0,1,10,600000,2019-12-18,40.5536923,-74.17347
5,178,0,0,6796,10,5,10309.0,1.0,0.0,1.0,2760.0,1400.0,2002.0,1,5,615000,2019-06-27,40.5203212,-74.212974
4,211,1,0,13354,31,10,11434.0,2.0,0.0,2.0,4000.0,1778.0,1920.0,1,10,850000,2019-11-07,40.6608892,-73.7670342
3,239,1,0,2242,24,9,11206.0,2.0,0.0,2.0,4000.0,9829.0,2018.0,1,9,5000000,2019-12-23,40.703876,-73.9492959
3,23,3,1,5488,1102,108,11219.0,1.0,0.0,1.0,0.0,0.0,1992.0,1,108,1400000,2019-06-06,40.627668,-73.990521
4,244,0,0,9306,58,5,11418.0,1.0,0.0,1.0,1403.0,1056.0,1920.0,1,5,310000,2019-07-03,40.690073,-73.84384899999999
1,106,0,0,1638,46,5,10029.0,1.0,0.0,1.0,1817.0,3312.0,1900.0,1,5,6900000,2019-06-13,40.7950259,-73.94339719999999
5,206,1,0,3368,37,10,10305.0,2.0,0.0,2.0,4300.0,1872.0,1950.0,1,10,825000,2019-08-05,40.590186,-74.0876854
1,134,14,8,348,17,91,10002.0,0.0,4.0,4.0,2200.0,8800.0,1910.0,4,91,4750000,2019-12-12,40.7190721,-73.98562
4,236,1,0,4652,29,9,11357.0,2.0,0.0,2.0,3100.0,3232.0,1965.0,1,9,1370000,2019-11-06,40.782744,-73.81727099999999
3,10,1,0,5941,73,9,11209.0,2.0,0.0,2.0,2000.0,2000.0,1925.0,1,9,990000,2019-10-16,40.7700764,-73.95284889999999
4,208,1,0,11751,45,10,11420.0,2.0,0.0,2.0,5066.0,2450.0,1996.0,1,10,825000,2019-12-11,40.673836,-73.80978
4,247,1,0,1217,58,11,11377.0,2.0,0.0,2.0,2000.0,1296.0,1901.0,1,11,675000,2019-11-21,40.74841199999999,-73.900153
3,10,0,0,5860,210,5,11220.0,1.0,0.0,1.0,1755.0,1254.0,1925.0,1,5,1080000,2019-07-11,40.6379787,-74.0317855
1,228,10,4,1880,1032,109,10025.0,1.0,0.0,1.0,0.0,0.0,1925.0,2,109,499900,2019-01-08,40.8023142,-73.9647489
2,127,34,8,3249,1069,116,10468.0,0.0,1.0,1.0,0.0,0.0,2006.0,4,116,347500,2019-09-20,40.8718696,-73.9019007
3,20,1,0,8357,3,10,11234.0,2.0,0.0,2.0,5325.0,3448.0,1970.0,1,10,750000,2019-10-31,40.6246344,-73.9131219
3,14,1,0,1927,51,11,11205.0,2.0,0.0,2.0,2300.0,1960.0,1901.0,1,11,1400000,2019-06-24,40.6918565,-73.9567679
4,129,0,0,12902,18,5,11413.0,1.0,0.0,1.0,2042.0,1400.0,1935.0,1,5,499000,2019-12-19,40.682206,-73.742886
2,152,1,0,2379,19,10,10451.0,2.0,0.0,2.0,2475.0,1848.0,1899.0,1,10,465000,2019-04-30,40.8217596,-73.91375520000001
4,207,0,0,11965,103,5,11435.0,1.0,0.0,1.0,2400.0,1190.0,1960.0,1,5,1,2019-09-03,40.687514,-73.795131
1,224,10,4,1552,1442,109,10128.0,1.0,0.0,1.0,0.0,0.0,2002.0,2,109,1978138,2019-12-13,40.7791072,-73.94832989999999
3,46,2,0,302,53,13,11201.0,3.0,0.0,3.0,1980.0,3600.0,1899.0,1,13,985000,2019-01-17,40.6871791,-73.99456119999999
3,55,34,8,1417,1053,116,11213.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,116,999500,2019-08-26,40.6653122,-73.93883199999999
4,84,0,0,4819,20,5,11354.0,1.0,0.0,1.0,2660.0,1600.0,1935.0,1,5,800000,2019-11-20,40.774743,-73.81384600000001
2,153,2,2,2600,103,131,10455.0,0.0,0.0,0.0,10300.0,0.0,1900.0,1,13,10,2019-07-30,40.8102375,-73.9044305
1,134,10,4,248,1295,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1519156,2019-07-09,40.710446,-73.991227
1,42,10,4,174,1603,109,10013.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,1471779,2019-10-21,40.71722310000001,-74.0045792
1,227,10,4,1228,1070,109,10024.0,1.0,0.0,1.0,0.0,0.0,1987.0,2,109,1900000,2019-04-10,40.7848833,-73.97890989999999
4,183,0,0,7936,30,1,11427.0,1.0,0.0,1.0,4000.0,1690.0,1935.0,1,1,855000,2019-07-09,40.735622,-73.735766
4,84,0,0,5289,57,1,11358.0,1.0,0.0,1.0,6000.0,2543.0,1930.0,1,1,1300000,2019-07-01,40.7642049,-73.79997
4,133,10,4,78,1141,109,11101.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,1535000,2019-11-04,40.7476251,-73.9461771
3,172,11,5,953,4,127,11217.0,3.0,1.0,4.0,1374.0,4180.0,1931.0,2,127,2750000,2019-06-19,40.7422051,-73.9890986
5,3,0,0,5744,140,5,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,5,335000,2019-03-28,40.5607912,-74.1856083
3,76,12,7,5087,1104,106,11226.0,1.0,0.0,1.0,0.0,0.0,1901.0,2,106,500000,2019-06-21,40.6516649,-73.9538965
3,35,1,0,7960,12,9,11236.0,2.0,0.0,2.0,2000.0,2760.0,1960.0,1,9,530000,2019-10-03,40.77176670000001,-73.9472238
2,28,1,0,4636,20,9,10469.0,2.0,0.0,2.0,2850.0,1446.0,1945.0,1,9,245000,2019-03-13,40.8738109,-73.85905559999999
4,7,33,8,570,1040,115,11106.0,0.0,1.0,1.0,0.0,0.0,2006.0,4,115,38000,2019-02-21,40.7665624,-73.92757879999999
4,143,0,0,2969,10,1,11379.0,1.0,0.0,1.0,3500.0,1364.0,1940.0,1,1,1229911,2019-07-31,40.7238322,-73.8752286
3,66,6,4,4208,7,14,11208.0,20.0,0.0,20.0,4000.0,8925.0,1930.0,2,14,2380000,2019-05-01,40.6752304,-73.87689069999999
1,134,10,4,248,1277,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1285723,2019-06-11,40.710446,-73.991227
3,135,0,0,6803,7,1,11229.0,1.0,0.0,1.0,4000.0,2336.0,1930.0,1,1,1175000,2019-09-26,40.60867440000001,-73.95251689999999
2,237,1,0,4669,83,10,10467.0,2.0,0.0,2.0,2822.0,3344.0,1920.0,1,10,298000,2019-07-09,40.88473339999999,-73.8593769
4,207,29,8,10203,55,80,11433.0,0.0,1.0,1.0,4240.0,8037.0,1966.0,4,80,1800000,2019-12-18,40.689851,-73.786
1,155,10,4,894,707,109,10016.0,1.0,0.0,1.0,0.0,0.0,1924.0,2,109,1075000,2019-07-01,40.7498752,-73.9786682
4,207,0,0,12168,175,2,11433.0,1.0,0.0,1.0,2045.0,920.0,1940.0,1,2,329279,2019-05-03,40.687492,-73.793562
1,107,6,5,2079,51,15,10031.0,5.0,0.0,5.0,1665.0,2652.0,1910.0,2,15,1100000,2019-02-26,40.82772240000001,-73.9479565
4,212,1,0,10398,20,10,11412.0,2.0,0.0,2.0,4000.0,2200.0,1930.0,1,10,640000,2019-03-01,40.693878,-73.7660779
5,98,0,0,5274,1,2,10308.0,1.0,0.0,1.0,4000.0,864.0,1925.0,1,2,430000,2019-12-23,40.5413843,-74.15062689999999
2,230,1,0,5052,77,9,10466.0,2.0,0.0,2.0,2435.0,1896.0,1925.0,1,9,590000,2019-04-15,40.8971127,-73.8492353
4,7,1,0,867,4,11,11105.0,2.0,0.0,2.0,2500.0,1380.0,1920.0,1,11,499000,2019-03-12,40.777434,-73.916758
4,12,0,0,7368,7,5,11364.0,1.0,0.0,1.0,1500.0,1632.0,1960.0,1,5,785000,2019-10-17,40.7545796,-73.7711205
5,115,0,0,6338,118,1,10312.0,1.0,0.0,1.0,4000.0,1184.0,1935.0,1,1,730000,2019-04-30,40.5412455,-74.19409879999999
3,10,10,4,6135,1036,109,11209.0,1.0,0.0,1.0,0.0,0.0,1985.0,2,109,599000,2019-04-11,40.6130031,-74.0331795
3,167,2,0,1539,28,13,11233.0,3.0,0.0,3.0,1875.0,2430.0,1910.0,1,13,495000,2019-03-20,40.6795327,-73.9093613
3,66,1,0,3992,5,10,11208.0,2.0,0.0,2.0,2000.0,1512.0,1901.0,1,10,507000,2019-12-18,40.6764004,-73.8782581
4,84,0,0,5692,28,0,11365.0,1.0,0.0,1.0,4000.0,1601.0,1945.0,1,0,810000,2019-01-03,40.7416829,-73.7864562
4,16,1,0,16238,74,10,11694.0,2.0,0.0,2.0,3000.0,2400.0,1970.0,1,10,875000,2019-05-15,40.5745796,-73.8469278
3,66,2,0,4565,181,13,11208.0,3.0,0.0,3.0,4023.0,3204.0,2006.0,1,13,525000,2019-01-10,40.6616298,-73.8675722
1,222,10,4,16,3396,109,10280.0,1.0,0.0,1.0,0.0,0.0,1985.0,2,109,998000,2019-09-20,40.7094277,-74.01596599999999
3,139,0,0,7863,38,1,11234.0,1.0,0.0,1.0,4000.0,2500.0,1930.0,1,1,900000,2019-11-14,40.6175896,-73.9360969
5,98,0,0,4478,415,5,10306.0,1.0,0.0,1.0,688.0,1308.0,1988.0,1,5,398000,2019-05-22,40.562289,-74.140142
5,233,0,0,165,148,1,10310.0,1.0,0.0,1.0,5000.0,1320.0,1940.0,1,1,425000,2019-12-06,40.6313074,-74.1132485
4,7,10,4,905,1143,109,11102.0,1.0,0.0,1.0,0.0,0.0,1989.0,2,109,10,2019-05-26,40.7765717,-73.9283585
3,30,15,8,3489,167,72,11212.0,2.0,1.0,3.0,2502.0,6750.0,1920.0,4,71,1330000,2019-07-09,40.6705602,-73.9106601
3,210,4,2,4452,417,131,11239.0,0.0,0.0,0.0,0.0,0.0,2019.0,1,131,21,2019-04-18,40.6552797,-73.8744204
4,72,1,0,15609,4,10,11691.0,2.0,0.0,2.0,0.0,0.0,2016.0,1,10,33000000,2019-04-01,40.5956145,-73.74049649999999
2,190,0,0,5886,1282,1,10471.0,1.0,0.0,1.0,2375.0,1620.0,1930.0,1,1,735000,2019-12-12,40.9108845,-73.9018353
5,180,0,0,1026,5,1,10302.0,1.0,0.0,1.0,3030.0,1335.0,1925.0,1,1,475000,2019-12-11,40.6320121,-74.1314053
3,8,34,8,6432,1019,119,11214.0,0.0,1.0,1.0,0.0,0.0,2017.0,4,119,61095,2019-11-26,40.6047919,-74.00919460000001
4,24,9,4,6636,1002,107,11435.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,107,326000,2019-07-12,40.7161046,-73.8219005
3,124,1,0,5326,74,9,11218.0,2.0,0.0,2.0,4000.0,2657.0,1920.0,1,9,1275000,2019-02-01,40.7229511,-73.9832728
5,166,0,0,4007,181,2,10306.0,1.0,0.0,1.0,4000.0,960.0,1960.0,1,2,535000,2019-04-08,40.560848,-74.11401699999999
5,206,0,0,3378,62,5,10305.0,1.0,0.0,1.0,2375.0,1230.0,1989.0,1,5,550000,2019-02-07,40.5864181,-74.0900655
5,95,0,0,3306,18,10,10304.0,2.0,0.0,2.0,3330.0,2904.0,2018.0,1,1,945954,2019-06-25,40.5903456,-74.1000256
1,224,10,4,1539,1457,109,10128.0,1.0,0.0,1.0,0.0,0.0,1986.0,2,109,1089349,2019-07-18,40.7836904,-73.9501583
1,155,10,4,859,1590,109,10016.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,4243222,2019-04-23,40.7455527,-73.9863295
4,84,10,4,4972,1057,109,11354.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,630000,2019-01-24,40.7602126,-73.8330397
4,203,0,0,12027,71,1,11436.0,1.0,0.0,1.0,2000.0,896.0,1925.0,1,1,321000,2019-03-11,40.6784435,-73.7935385
3,23,1,0,5406,9,10,11204.0,2.0,0.0,2.0,2120.0,2006.0,1920.0,1,10,750000,2019-09-12,40.6332627,-73.9788937
