BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,FINAL_ADDRESS
4,215,0,0,180,68,5,11377.0,1.0,0.0,1.0,1900.0,1580.0,1945.0,1,5,914000,2019-12-20,50-52 43 STREET NYC
4,185,10,4,2099,1119,109,11374.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,820000,2019-04-11,"63-36 99TH STREET, 3H NYC"
3,201,21,8,8809,26,42,11235.0,0.0,1.0,1.0,4298.0,3755.0,1951.0,4,41,1030000,2019-05-16,2995 CONEY ISLAND AVENUE NYC
3,93,2,0,997,55,13,11215.0,3.0,0.0,3.0,1775.0,2160.0,1899.0,1,13,2300000,2019-04-12,197 8TH STREET NYC
4,244,1,0,8965,6,12,11421.0,2.0,0.0,2.0,2500.0,2166.0,1910.0,1,12,750000,2019-01-16,80-26 89TH AVENUE NYC
2,41,3,1,5643,1106,108,10464.0,1.0,0.0,1.0,0.0,0.0,2016.0,1,108,629279,2019-05-17,"11 ISLAND POINT, 11 NYC"
3,55,9,4,1190,1021,109,11225.0,1.0,0.0,1.0,0.0,0.0,1930.0,2,107,540000,2019-10-24,"12 CROWN STREET, B08 NYC"
4,203,0,0,12186,19,5,11434.0,1.0,0.0,1.0,1600.0,1152.0,1955.0,1,5,440000,2019-01-25,155-10 LINDEN BOULEVARD NYC
2,28,1,0,4535,68,9,10469.0,2.0,0.0,2.0,3100.0,2035.0,1955.0,1,9,610000,2019-08-28,2743 MICKLE AVENUE NYC
1,147,10,4,1040,1179,109,10019.0,1.0,0.0,1.0,0.0,0.0,1989.0,2,109,535000,2019-10-02,"350 WEST 50TH STREET, 4II NYC"
4,208,0,0,11595,61,1,11420.0,1.0,0.0,1.0,1888.0,1264.0,1920.0,1,1,509000,2019-11-13,109-17 114TH STREET NYC
5,38,0,0,377,180,1,10314.0,1.0,0.0,1.0,4000.0,1650.0,1935.0,1,1,668000,2019-11-09,173 KEMBALL AVENUE NYC
3,240,10,4,2324,1214,109,11249.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,795000,2019-09-19,"34 NORTH 7TH STREET, 6D NYC"
4,24,0,0,9710,73,8,11435.0,1.0,0.0,1.0,2800.0,1093.0,1910.0,1,8,530000,2019-05-06,139-69 86TH AVENUE NYC
3,44,1,0,1980,26,11,11238.0,2.0,0.0,2.0,1800.0,2960.0,1899.0,1,11,10000,2019-03-05,98 GATES AVENUE NYC
3,14,10,4,1747,1311,109,11206.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,679376,2019-10-24,"114 STOCKTON STREET, 2C NYC"
4,211,1,0,12666,10,11,11413.0,2.0,0.0,2.0,5051.0,1112.0,1950.0,1,11,595000,2019-10-30,121-31 FARMERS BLVD. NYC
3,61,12,7,44,1008,106,11201.0,1.0,0.0,1.0,0.0,0.0,2002.0,2,106,810000,2019-12-18,"85 HUDSON AVENUE, 4B NYC"
4,208,1,0,11599,34,11,11420.0,2.0,0.0,2.0,1900.0,1140.0,1930.0,1,11,635000,2019-01-28,10956 LEFFERTS BLVD NYC
3,216,1,0,633,16,12,11215.0,2.0,0.0,2.0,2504.0,1670.0,1910.0,1,12,400000,2019-02-19,130 18TH STREET NYC
1,222,10,4,16,8132,109,10280.0,1.0,0.0,1.0,0.0,0.0,1990.0,2,109,960000,2019-04-30,"2 SOUTH END AVENUE, 8B NYC"
1,226,10,4,1182,1228,109,10023.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,1817576,2019-12-17,"350 W 71ST STREET, 5F NYC"
4,203,0,0,12186,20,5,11434.0,1.0,0.0,1.0,1600.0,1152.0,1955.0,1,5,473576,2019-12-21,155-12 LINDEN BOULEVARD NYC
4,113,0,0,10503,93,1,11423.0,1.0,0.0,1.0,7015.0,1638.0,1955.0,1,1,750000,2019-09-26,188-10 MCLAUGHLIN AVENUE NYC
4,194,0,0,13638,21,1,11422.0,1.0,0.0,1.0,2518.0,1240.0,1950.0,1,1,485000,2019-12-19,245-28 147TH DRIVE NYC
3,14,6,5,1760,29,16,11206.0,4.0,0.0,4.0,2000.0,2520.0,1931.0,2,16,1575000,2019-05-21,186 VERNON NYC
4,143,0,0,3064,32,1,11379.0,1.0,0.0,1.0,2342.0,1248.0,1930.0,1,1,702000,2019-09-06,77-15 66TH DRIVE NYC
4,208,0,0,11636,24,1,11420.0,1.0,0.0,1.0,2650.0,1380.0,1925.0,1,1,460000,2019-01-04,111-34 133RD STREET NYC
1,147,10,4,1032,1335,109,10036.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,1100000,2019-01-09,"350 WEST 42ND STREET, 34F NYC"
4,48,1,0,4130,3,10,11356.0,2.0,0.0,2.0,2500.0,1830.0,1915.0,1,10,859999,2019-06-03,18-43 124TH STREET NYC
3,170,0,0,7895,38,8,11234.0,1.0,0.0,1.0,1333.0,1164.0,1925.0,1,8,365000,2019-04-04,2187 UTICA AVENUE NYC
4,189,1,0,3482,1,10,11385.0,2.0,0.0,2.0,2500.0,3092.0,1925.0,1,10,824783,2019-12-18,1912 PUTNAM AVENUE NYC
3,20,0,0,8434,62,0,11234.0,1.0,0.0,1.0,4000.0,2200.0,1950.0,1,0,770000,2019-11-13,2154 ROYCE STREET NYC
5,163,3,1,2450,1849,108,10314.0,1.0,0.0,1.0,0.0,0.0,1985.0,1,108,275000,2019-03-15,"9 DONNA COURT, 12 NYC"
4,247,1,0,1190,71,9,11377.0,2.0,0.0,2.0,2200.0,2088.0,1930.0,1,9,1103000,2019-06-28,34-23 62ND ST NYC
4,143,2,0,3773,56,13,11379.0,3.0,0.0,3.0,2027.0,3000.0,1910.0,1,13,920000,2019-11-21,75-21 67TH ROAD NYC
3,64,1,0,5902,27,9,11228.0,2.0,0.0,2.0,2000.0,3120.0,1905.0,1,9,1300000,2019-05-28,948 71ST STREET NYC
3,33,2,0,3428,67,13,11207.0,3.0,0.0,3.0,2000.0,2520.0,1925.0,1,13,2800000,2019-01-16,1109 DECATUR STREET NYC
2,237,0,0,4666,35,1,10467.0,1.0,0.0,1.0,2856.0,1482.0,1910.0,1,1,338000,2019-05-03,719 EAST 218 STREET NYC
4,114,3,1,13940,1047,108,11414.0,1.0,0.0,1.0,0.0,0.0,1981.0,1,108,740000,2019-01-30,"156-04 78TH STREET, 47 NYC"
3,30,1,0,3763,104,9,11212.0,2.0,0.0,2.0,816.0,1959.0,2007.0,1,9,609900,2019-06-05,439A BLAKE AVENUE NYC
4,129,0,0,12908,45,1,11413.0,1.0,0.0,1.0,3700.0,1535.0,1945.0,1,1,540000,2019-01-02,13035 230 STREET NYC
4,114,0,0,14044,36,1,11414.0,1.0,0.0,1.0,3434.0,2040.0,1960.0,1,1,700000,2019-07-25,88-09 162ND AVENUE NYC
2,237,1,0,4661,16,9,10467.0,2.0,0.0,2.0,1858.0,2808.0,2004.0,1,9,650000,2019-04-15,720 EAST 214 STREET NYC
4,215,1,0,132,58,9,11377.0,2.0,0.0,2.0,1900.0,1830.0,1920.0,1,9,1655000,2019-07-29,39-64 50TH STREET NYC
5,163,1,0,2114,19,10,10314.0,2.0,0.0,2.0,3800.0,2556.0,1965.0,1,10,695000,2019-11-05,145 ROCKVILLE AVENUE NYC
3,23,0,0,5481,50,8,11204.0,1.0,0.0,1.0,1603.0,1024.0,1930.0,1,8,817000,2019-12-18,1975 54TH STREET NYC
4,48,2,0,3979,14,13,11356.0,3.0,0.0,3.0,2500.0,2200.0,1960.0,1,13,935000,2019-06-13,9-21 129TH STREET NYC
4,236,0,0,4421,39,1,11357.0,1.0,0.0,1.0,6246.0,2775.0,1935.0,1,1,2850000,2019-08-15,16 POINT CRESCENT NYC
5,115,0,0,6583,51,1,10312.0,1.0,0.0,1.0,2575.0,1384.0,1925.0,1,1,375900,2019-05-20,1024 HUGUENOT AVENUE NYC
4,72,0,0,15695,1,2,11691.0,1.0,0.0,1.0,6361.0,2107.0,1955.0,1,2,490000,2019-12-19,29-42 WESTBOURNE AVENUE NYC
5,180,2,0,1073,24,13,10302.0,3.0,0.0,3.0,2266.0,2904.0,2005.0,1,13,512500,2019-05-07,47 MAPLE AVENUE NYC
4,208,0,0,11712,66,1,11420.0,1.0,0.0,1.0,2650.0,1344.0,1925.0,1,1,250000,2019-12-20,116-50 120TH STREET NYC
4,17,4,2,8641,3,131,11426.0,0.0,0.0,0.0,3861.0,0.0,2019.0,1,131,370000,2019-02-05,N/A 248TH STREET NYC
3,239,37,8,2742,1180,121,11211.0,0.0,1.0,1.0,0.0,0.0,2018.0,4,121,845010,2019-05-07,"88 WITHERS, ST20 NYC"
3,8,1,0,6461,228,12,11214.0,2.0,0.0,2.0,2013.0,1240.0,1940.0,1,12,980000,2019-10-29,8943 16TH AVENUE NYC
5,215,14,8,662,32,94,10301.0,1.0,1.0,2.0,7930.0,2792.0,2007.0,4,94,1565000,2019-07-26,47 LITTLE CLOVE ROAD NYC
3,33,1,0,3194,4,126,11221.0,2.0,1.0,3.0,2000.0,2500.0,1931.0,1,126,1780000,2019-07-19,1005 BROADWAY NYC
4,87,0,0,2243,39,3,11375.0,1.0,0.0,1.0,4250.0,2080.0,1955.0,1,3,1550000,2019-06-24,113-01 JEWEL AVENUE NYC
1,231,12,7,2110,1101,106,10032.0,1.0,0.0,1.0,0.0,0.0,1905.0,2,106,997604,2019-05-30,"449 WEST 162 STREET, 1 NYC"
4,183,0,0,7921,38,2,11427.0,1.0,0.0,1.0,4000.0,1040.0,1945.0,1,2,700000,2019-08-08,235-15 SEWARD AVENUE NYC
4,87,9,4,3258,1136,107,11375.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,107,1150521,2019-01-09,"109-19 72ND ROAD, 6A NYC"
5,2,1,0,6249,48,10,10312.0,2.0,0.0,2.0,3512.0,2423.0,2018.0,1,10,901151,2019-06-25,72 TENAFLY PLACE NYC
3,149,1,0,8592,9,9,11234.0,2.0,0.0,2.0,3240.0,2424.0,1970.0,1,9,10,2019-06-28,2222 NATIONAL DRIVE NYC
5,221,3,1,2140,1012,108,10314.0,1.0,0.0,1.0,0.0,0.0,1983.0,1,108,355000,2019-04-10,"271B SIGNS ROAD, N/A NYC"
1,123,10,4,702,1056,109,10001.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,3873600,2019-05-17,"553 WEST 30TH STREET, 29D NYC"
3,78,11,5,5024,72,128,11225.0,4.0,1.0,5.0,1378.0,4743.0,1931.0,2,128,700000,2019-08-09,41 LINCOLN ROAD NYC
3,93,22,8,440,24,30,11215.0,0.0,1.0,1.0,1800.0,1800.0,1931.0,4,29,11053305,2019-10-17,538 UNION STREET NYC
1,43,10,4,1072,1246,109,10036.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,758596,2019-11-06,"505 WEST 43RD STREET, 5T NYC"
4,16,0,0,16283,15,1,11694.0,1.0,0.0,1.0,3000.0,1422.0,1930.0,1,1,885000,2019-09-09,187 BEACH 138TH STREET NYC
1,80,12,7,823,1302,106,10010.0,1.0,0.0,1.0,0.0,0.0,1851.0,2,106,2345000,2019-06-26,"52 WEST 22ND STREET, 2 NYC"
3,239,1,0,3050,35,126,11206.0,2.0,1.0,3.0,2500.0,4750.0,1930.0,1,126,2500000,2019-11-15,61 MONTROSE AVENUE NYC
2,230,2,0,5021,7,13,10466.0,3.0,0.0,3.0,2756.0,2800.0,1986.0,1,13,740000,2019-04-26,4118 DEREIMER AVENUE NYC
4,34,0,0,12788,9,2,11411.0,1.0,0.0,1.0,4000.0,930.0,1945.0,1,2,350000,2019-11-07,119-18 229 STREET NYC
4,133,10,4,52,1108,109,11101.0,1.0,0.0,1.0,0.0,0.0,2014.0,2,109,890000,2019-06-24,"11-35 45TH AVENUE, 2G NYC"
3,239,12,7,2875,1504,106,11211.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,106,670000,2019-05-17,"230 WITHERS ST, 3R NYC"
3,168,0,0,6615,28,1,11230.0,1.0,0.0,1.0,3000.0,1737.0,1920.0,1,1,1500000,2019-09-18,1550 EAST 9TH STREET NYC
4,143,2,0,2897,34,13,11379.0,3.0,0.0,3.0,2000.0,3292.0,1960.0,1,13,1238000,2019-02-27,58-33 84TH PLACE NYC
1,68,34,8,439,1006,116,10009.0,0.0,1.0,1.0,0.0,0.0,2015.0,4,116,240825,2019-12-19,"438 EAST 12TH STREET, PKG5 NYC"
4,72,6,5,15560,41,16,11691.0,4.0,0.0,4.0,3780.0,2688.0,1931.0,2,16,450000,2019-11-08,18-24 CORNAGA AVENUE NYC
3,169,1,0,7219,13,12,11223.0,2.0,0.0,2.0,4000.0,2328.0,1940.0,1,12,1270000,2019-08-20,514 AVENUE Y NYC
2,41,29,8,5647,115,83,10464.0,0.0,1.0,1.0,5333.0,1064.0,1950.0,4,83,1100000,2019-04-24,176 KILROE STREET NYC
3,139,0,0,7888,62,1,11234.0,1.0,0.0,1.0,2450.0,1464.0,1920.0,1,1,700000,2019-08-12,1742 HENDRICKSON STREET NYC
1,117,0,0,2215,324,1,10463.0,1.0,0.0,1.0,3000.0,2150.0,1901.0,1,1,500,2019-08-24,156 WEST 228 STREET NYC
4,125,0,0,3326,10,3,11415.0,1.0,0.0,1.0,12000.0,6700.0,1980.0,1,3,2250000,2019-12-12,111 AUDLEY STREET NYC
1,101,6,5,569,31,16,10003.0,4.0,0.0,4.0,2728.0,7698.0,1900.0,2,16,12500000,2019-10-07,25 EAST 11TH STREET NYC
2,237,1,0,4847,63,10,10466.0,2.0,0.0,2.0,2856.0,1200.0,1901.0,1,10,590000,2019-05-23,852 EAST 223 STREET NYC
3,169,1,0,7178,69,9,11223.0,2.0,0.0,2.0,2000.0,1664.0,1920.0,1,9,900000,2019-04-17,2335 EAST 2ND STREET NYC
2,152,1,0,3007,4,10,10459.0,2.0,0.0,2.0,2236.0,1934.0,1910.0,1,10,500000,2019-01-11,1412 LONGFELLOW AVENUE NYC
4,104,2,0,16134,41,13,11693.0,3.0,0.0,3.0,1745.0,2820.0,2005.0,1,13,810000,2019-08-22,173 BEACH 91ST ST NYC
3,201,1,0,7382,181,10,11229.0,2.0,0.0,2.0,2500.0,2960.0,1925.0,1,10,589000,2019-08-23,2215 E 24TH STREET NYC
3,148,0,0,6761,42,1,11230.0,1.0,0.0,1.0,2000.0,1722.0,1920.0,1,1,836500,2019-01-02,1582 EAST 15TH STREET NYC
4,189,6,5,3548,106,16,11385.0,4.0,0.0,4.0,2508.0,3250.0,1931.0,2,16,1300000,2019-05-03,16-13 HANCOCK STREET NYC
3,14,1,0,1781,4,12,11216.0,2.0,0.0,2.0,1992.0,1960.0,1992.0,1,12,1360000,2019-08-14,221 TOMPKINS AVE NYC
3,44,2,0,1964,24,13,11238.0,3.0,0.0,3.0,2000.0,3008.0,1899.0,1,13,3640000,2019-01-07,103 ST JAMES PLACE NYC
3,25,12,7,8665,1003,106,11235.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,106,415000,2019-10-11,"2926 BRIGHTON 6TH STREET, 2A NYC"
2,217,9,4,5529,1037,107,10465.0,1.0,0.0,1.0,0.0,0.0,1998.0,2,107,364000,2019-07-15,"19 PENNYFIELD AVENUE, 19-1 NYC"
4,17,0,0,8645,3,1,11426.0,1.0,0.0,1.0,3300.0,2075.0,1930.0,1,1,800000,2019-10-25,87-45 252ND STREET NYC
4,141,0,0,2367,19,8,11378.0,1.0,0.0,1.0,2900.0,870.0,1940.0,1,8,738500,2019-08-23,53-69 61ST STREET NYC
3,14,1,0,1673,13,11,11233.0,2.0,0.0,2.0,1800.0,2376.0,1901.0,1,11,1100000,2019-02-14,616 MACON ST NYC
3,100,1,0,2653,18,12,11222.0,2.0,0.0,2.0,1330.0,2394.0,1899.0,1,12,1876185,2019-11-06,717 HUMBOLDT STREET NYC
2,142,1,0,2400,19,10,10455.0,2.0,0.0,2.0,2500.0,2076.0,1899.0,1,10,540000,2019-01-23,388 EAST 154 STREET NYC
1,75,10,4,31,1233,109,10005.0,1.0,0.0,1.0,0.0,0.0,1987.0,2,109,1660000,2019-02-21,"75 WALL STREET, 31M NYC"
3,14,1,0,1988,58,11,11216.0,2.0,0.0,2.0,1700.0,2504.0,1899.0,1,11,2525000,2019-09-20,79 MADISON STREET NYC
3,77,2,0,4764,37,13,11203.0,3.0,0.0,3.0,1740.0,2641.0,1970.0,1,13,730000,2019-03-27,5315 CLARENDON ROAD NYC
5,220,1,0,8005,98,11,10307.0,2.0,0.0,2.0,4500.0,1392.0,1925.0,1,11,463500,2019-06-03,48 BENTLEY STREET NYC
1,123,10,4,702,1160,109,10001.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,4907124,2019-05-16,"553 WEST 30TH STREET, 64C NYC"
3,66,1,0,3825,7,9,11207.0,2.0,0.0,2.0,2350.0,2147.0,1910.0,1,9,938324,2019-09-20,627 VERMONT STREET NYC
3,32,19,8,736,1,35,11232.0,0.0,1.0,1.0,20033.0,25500.0,1913.0,4,34,18500000,2019-06-13,4401 2 AVENUE NYC
1,102,0,0,620,62,4,10014.0,1.0,0.0,1.0,910.0,2984.0,1899.0,1,4,4950000,2019-06-26,70 CHARLES STREET NYC
4,247,32,8,1300,1101,114,11377.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,114,450000,2019-06-21,40-45 68TH STREET NYC
5,95,0,0,3591,39,1,10306.0,1.0,0.0,1.0,2990.0,1000.0,1920.0,1,1,585000,2019-11-15,242 MIDLAND AVENUE NYC
4,125,1,0,3321,270,9,11418.0,2.0,0.0,2.0,1850.0,1368.0,1970.0,1,9,610000,2019-05-06,83-80 117TH STREET NYC
1,39,10,4,738,1103,109,10011.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,2650000,2019-06-26,"66 9 AVENUE, 2W NYC"
3,64,6,5,5760,74,16,11219.0,4.0,0.0,4.0,2400.0,4480.0,1920.0,2,16,1730000,2019-01-16,1203 67TH STREET NYC
4,89,1,0,7184,41,9,11366.0,2.0,0.0,2.0,3000.0,1848.0,1955.0,1,9,999000,2019-04-01,73-72 197 STREET NYC
4,211,0,0,13270,72,1,11434.0,1.0,0.0,1.0,2000.0,1100.0,1940.0,1,1,10,2019-10-18,165-12 144TH AVENUE NYC
1,224,10,4,1532,1002,109,10028.0,1.0,0.0,1.0,0.0,0.0,1981.0,2,109,800000,2019-09-19,"225 EAST 86TH STREET, 201 NYC"
4,87,0,0,3224,59,1,11375.0,1.0,0.0,1.0,2700.0,1280.0,1920.0,1,1,940000,2019-11-27,70-17 LOUBET STREET NYC
1,226,37,8,1171,2415,121,10069.0,0.0,1.0,1.0,0.0,0.0,2004.0,4,121,30000,2019-01-30,"240 RIVERSIDE BOULEVARD, SU147 NYC"
5,242,0,0,750,85,2,10314.0,1.0,0.0,1.0,4400.0,912.0,1955.0,1,2,250000,2019-01-15,88 WOODWARD AVENUE NYC
3,55,10,4,1178,1122,109,11238.0,1.0,0.0,1.0,0.0,0.0,1925.0,2,109,606000,2019-10-02,"823 CLASSON, 3D NYC"
3,20,2,0,8355,25,13,11234.0,3.0,0.0,3.0,4475.0,3562.0,1965.0,1,13,1075000,2019-11-13,1233 EAST 68TH STREET NYC
4,194,1,0,13674,8,11,11422.0,2.0,0.0,2.0,4000.0,2228.0,1955.0,1,11,840000,2019-05-17,257-08 148TH DRIVE NYC
3,76,2,0,5175,57,13,11218.0,3.0,0.0,3.0,4000.0,2596.0,1899.0,1,13,1280000,2019-07-03,493 STRATFORD ROAD NYC
3,135,0,0,7292,60,3,11229.0,1.0,0.0,1.0,4000.0,3968.0,1930.0,1,3,4400000,2019-08-22,1969 EAST 13TH STREET NYC
4,207,1,0,10175,11,11,11433.0,2.0,0.0,2.0,2500.0,2046.0,1930.0,1,11,725000,2019-03-15,164-61 109 AVENUE NYC
3,66,1,0,3989,7,10,11208.0,2.0,0.0,2.0,5000.0,1492.0,1899.0,1,10,1323850,2019-10-28,341 SHEPHERD AVENUE NYC
4,84,10,4,5186,1315,109,11355.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,660000,2019-05-09,"140-22 BEECH AVENUE, 3C NYC"
4,34,0,0,12747,198,3,11411.0,1.0,0.0,1.0,4442.0,2486.0,2004.0,1,3,211650,2019-01-24,230-08 LINDEN BOULEVARD NYC
1,101,10,4,570,1119,109,10003.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,4516285,2019-04-17,"21 EAST 12TH STREET, 8B NYC"
3,148,0,0,7608,51,8,11210.0,1.0,0.0,1.0,2058.0,1472.0,1925.0,1,8,890000,2019-07-18,1022 EAST 27TH STREET NYC
1,73,33,8,834,1018,115,10001.0,0.0,1.0,1.0,0.0,0.0,1912.0,4,115,2450000,2019-06-17,"18 WEST 33RD STREET, 1803 NYC"
3,66,1,0,4471,43,9,11208.0,2.0,0.0,2.0,2900.0,2880.0,1997.0,1,9,10,2019-03-23,793 DREW ST NYC
3,35,1,0,8142,34,11,11236.0,2.0,0.0,2.0,2500.0,1670.0,1930.0,1,11,450000,2019-09-18,9212 FOSTER AVENUE NYC
2,11,1,0,4795,51,9,10469.0,2.0,0.0,2.0,2379.0,1872.0,2002.0,1,9,780000,2019-07-11,2842 BRUNER AVE NYC
3,148,0,0,7585,54,1,11210.0,1.0,0.0,1.0,3000.0,1865.0,1925.0,1,1,1145000,2019-08-21,996 EAST 22ND STREET NYC
3,90,5,0,8925,246,40,11229.0,0.0,0.0,0.0,1785.0,0.0,1950.0,1,39,245000,2019-06-19,14 BEVY COURT NYC
5,220,0,0,7867,46,3,10307.0,1.0,0.0,1.0,14000.0,4000.0,1920.0,1,3,900000,2019-11-06,138 SPRAGUE AVENUE NYC
4,89,0,0,7070,47,1,11365.0,1.0,0.0,1.0,12308.0,2024.0,1940.0,1,1,1530000,2019-08-29,61-13 UTOPIA PARKWAY NYC
2,230,1,0,4995,52,10,10466.0,2.0,0.0,2.0,2166.0,1976.0,1899.0,1,10,617000,2019-06-19,636 EAST 235TH STREET NYC
3,14,27,8,1860,5,97,11216.0,0.0,1.0,1.0,1705.0,5200.0,1910.0,4,97,1300000,2019-02-26,1255 BEDFORD AVENUE NYC
3,216,11,6,688,38,129,11232.0,6.0,1.0,7.0,1600.0,4000.0,1926.0,2,129,1500000,2019-11-20,922 4 AVENUE NYC
2,53,1,0,5473,1,9,10465.0,2.0,0.0,2.0,3680.0,1816.0,1955.0,1,9,584000,2019-07-24,3200 LAFAYETTE AVENUE NYC
4,34,0,0,11280,96,5,11411.0,1.0,0.0,1.0,2200.0,1624.0,1940.0,1,5,345774,2019-05-09,115-20 217 STREET NYC
3,66,1,0,3996,22,11,11207.0,2.0,0.0,2.0,2500.0,1176.0,1901.0,1,11,350000,2019-08-20,364 BARBEY STREET NYC
1,224,10,4,1539,1396,109,10128.0,1.0,0.0,1.0,0.0,0.0,1986.0,2,109,774559,2019-06-05,"200 EAST 94TH STREET, 605 NYC"
4,143,0,0,2942,56,5,11379.0,1.0,0.0,1.0,1620.0,1080.0,1940.0,1,5,605000,2019-02-27,82-52 61ST ROAD NYC
4,133,10,4,405,1042,109,11101.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,577348,2019-08-19,"2705 41ST AVENUE, 6A NYC"
1,147,10,4,1048,2046,109,10019.0,1.0,0.0,1.0,0.0,0.0,1987.0,2,109,895000,2019-02-27,"301 WEST 57TH STREET, 17F NYC"
4,12,0,0,5967,14,1,11360.0,1.0,0.0,1.0,5633.0,1054.0,1935.0,1,1,872000,2019-10-17,26-12 200TH ST NYC
1,223,10,4,1466,1013,109,10021.0,1.0,0.0,1.0,0.0,0.0,1990.0,2,109,1772250,2019-06-03,"422 EAST 72ND STREET, 4A NYC"
2,116,19,8,2774,349,39,10474.0,0.0,1.0,1.0,50000.0,40000.0,1948.0,4,38,13000000,2019-08-12,1281 VIELE AVENUE NYC
3,79,10,4,4837,1102,109,11226.0,1.0,0.0,1.0,0.0,0.0,2014.0,2,109,649000,2019-04-29,"345 LENOX ROAD, 2B NYC"
1,226,10,4,1115,1082,109,10023.0,1.0,0.0,1.0,0.0,0.0,1932.0,2,109,1750000,2019-03-13,"25 CENTRAL PARK WEST, 4B NYC"
5,187,0,0,2275,1,1,10306.0,1.0,0.0,1.0,15721.0,1854.0,1925.0,1,1,650000,2019-08-19,340 LIGHTHOUSE AVENUE NYC
4,52,1,0,1734,23,9,11368.0,2.0,0.0,2.0,4600.0,2248.0,1920.0,1,9,950000,2019-04-30,100-17 35TH AVENUE NYC
1,101,10,4,570,1405,109,10003.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,7295000,2019-01-14,"34 EAST 13TH STREET, D NYC"
1,43,10,4,1072,1229,109,10036.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,1198500,2019-10-10,"505 WEST 43RD STREET, 4K NYC"
4,17,0,0,8578,41,2,11426.0,1.0,0.0,1.0,4000.0,1134.0,1945.0,1,2,655000,2019-08-13,82-04 247TH STREET NYC
5,138,0,0,808,139,2,10314.0,1.0,0.0,1.0,4000.0,1251.0,1960.0,1,2,500000,2019-06-12,329 GANSEVOORT BOULEVARD NYC
1,223,10,4,1414,1107,109,10022.0,1.0,0.0,1.0,0.0,0.0,1965.0,2,109,1,2019-09-06,"220 EAST 60TH STREET, 10D NYC"
1,227,10,4,1226,1236,109,10025.0,1.0,0.0,1.0,0.0,0.0,1971.0,2,109,1785000,2019-02-26,"169 WEST 95TH STREET, 18E NYC"
3,100,10,4,2530,1115,109,11222.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,2235059,2019-04-26,"21 INDIA STREET, 29A NYC"
5,195,4,0,7028,36,10,10309.0,2.0,0.0,2.0,5053.0,0.0,2019.0,1,131,965000,2019-10-08,N/A MCBAINE AVENUE NYC
3,10,6,4,5971,1,20,11209.0,12.0,1.0,13.0,3563.0,14060.0,1925.0,2,19,1650000,2019-09-19,7823 5 AVENUE NYC
5,233,0,0,226,30,5,10310.0,1.0,0.0,1.0,1579.0,1176.0,2001.0,1,5,449000,2019-06-19,28 LYCEUM COURT NYC
3,8,34,8,6446,1310,119,11214.0,0.0,1.0,1.0,0.0,0.0,2018.0,4,119,687319,2019-03-01,"206 BAY 29TH STREET, P4 NYC"
5,98,0,0,4985,21,5,10306.0,1.0,0.0,1.0,2400.0,1440.0,2018.0,1,5,651680,2019-02-21,168 HOPKINS AVENUE NYC
3,97,1,0,7119,19,10,11223.0,2.0,0.0,2.0,1423.0,1140.0,1930.0,1,10,675000,2019-08-05,2136 WEST 7TH STREET NYC
5,246,0,0,7094,41,5,10309.0,1.0,0.0,1.0,6236.0,1611.0,2017.0,1,5,661863,2019-07-17,75 BERKSHIRE LANE NYC
2,154,1,0,2802,13,11,10457.0,2.0,0.0,2.0,1381.0,2215.0,1901.0,1,11,695000,2019-06-27,210 MT HOPE PLACE NYC
5,2,0,0,6254,12,2,10312.0,1.0,0.0,1.0,4000.0,1222.0,1970.0,1,2,515000,2019-06-17,116 NORTH RAILROAD STREET NYC
2,13,6,4,3316,33,14,10468.0,47.0,0.0,47.0,11350.0,62548.0,1924.0,2,14,8115000,2019-08-15,60 EAST 196 STREET NYC
1,134,10,4,248,1530,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1433542,2019-06-26,"250 SOUTH STREET, 50M NYC"
3,168,9,4,5421,1025,107,11230.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,107,487734,2019-07-08,"264 WEBSTER AVENUE, 311 NYC"
