BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,FINAL_ADDRESS
3,14,12,7,1783,1306,106,11205.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,577857,2019-06-03,"511 LAFAYETTE AVENUE, 3A NYC"
4,189,1,0,3571,59,11,11385.0,2.0,0.0,2.0,2500.0,1636.0,1960.0,1,11,727000,2019-03-20,59-15 COOPER AVENUE NYC
3,36,12,7,361,1102,106,11231.0,1.0,0.0,1.0,0.0,0.0,1910.0,2,106,1680000,2019-07-10,"90 1ST PLACE, 2 NYC"
2,177,1,0,4326,15,10,10461.0,2.0,0.0,2.0,5000.0,3050.0,1908.0,1,10,590000,2019-04-12,2111 HONE AVE NYC
1,42,10,4,135,1313,109,10007.0,1.0,0.0,1.0,0.0,0.0,1900.0,2,109,3900000,2019-04-23,"8 WARREN STREET, 8 NYC"
4,186,1,0,9543,27,11,11417.0,2.0,0.0,2.0,4000.0,1514.0,1920.0,1,11,400000,2019-10-11,107-44 106TH STREET NYC
3,35,1,0,8251,5,10,11236.0,2.0,0.0,2.0,4092.0,1725.0,1955.0,1,10,519000,2019-03-25,1109 EAST 105 STREET NYC
3,14,12,7,1610,1006,106,11221.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,540000,2019-09-18,"299 VAN BUREN STREET, 3A NYC"
3,81,0,0,7760,70,5,11234.0,1.0,0.0,1.0,1800.0,1116.0,1945.0,1,5,519662,2019-09-21,848 E 57TH ST NYC
3,170,0,0,8386,67,8,11234.0,1.0,0.0,1.0,2000.0,1368.0,1920.0,1,8,635000,2019-05-31,1450 EAST 65TH STREET NYC
5,213,1,0,515,97,10,10304.0,2.0,0.0,2.0,0.0,0.0,2018.0,1,10,936790,2019-05-23,60 WILLIAM STREET NYC
3,100,10,4,2530,1179,109,11222.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,2749275,2019-05-24,"21 INDIA STREET, 37A NYC"
1,227,10,4,1209,1352,109,10025.0,1.0,0.0,1.0,0.0,0.0,1929.0,2,109,3563875,2019-04-17,"360 CENTRAL PARK WEST, 11C NYC"
3,167,1,0,1502,5,11,11233.0,2.0,0.0,2.0,1420.0,2238.0,1899.0,1,11,1475000,2019-10-04,93 SARATOGA AVENUE NYC
1,209,12,7,106,1010,106,10038.0,1.0,0.0,1.0,0.0,0.0,1900.0,2,106,1425000,2019-03-28,"330 PEARL STREET, 5B NYC"
3,216,0,0,898,45,5,11215.0,1.0,0.0,1.0,1247.0,1398.0,1930.0,1,5,1979000,2019-07-12,597 7 AVENUE NYC
1,94,10,4,878,1039,109,10010.0,1.0,0.0,1.0,0.0,0.0,1952.0,2,109,2721986,2019-09-03,"121 EAST 22ND STREET, N509 NYC"
4,133,10,4,78,1142,109,11101.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,900000,2019-11-13,"21-30 44TH DRIVE, 5D NYC"
3,19,2,0,6215,38,13,11204.0,3.0,0.0,3.0,2000.0,3240.0,2016.0,1,13,1880000,2019-01-23,1776 74TH STREET NYC
1,105,1,0,1905,49,12,10027.0,2.0,0.0,2.0,2018.0,6250.0,1910.0,1,12,2700000,2019-11-19,134 WEST 121 STREET NYC
3,167,1,0,1539,80,11,11233.0,2.0,0.0,2.0,1575.0,1631.0,1910.0,1,11,340000,2019-05-30,63 SOMERS STREET NYC
3,79,2,0,4628,29,13,11212.0,3.0,0.0,3.0,2500.0,3288.0,1930.0,1,13,870000,2019-12-27,250 EAST 93RD STREET NYC
3,25,2,0,8674,12,13,11235.0,3.0,0.0,3.0,2800.0,2736.0,1925.0,1,13,800000,2019-07-16,3028 BRIGHTON 5TH STREET NYC
3,168,15,8,6531,19,69,11230.0,0.0,4.0,4.0,6000.0,6000.0,1930.0,4,68,2125000,2019-11-06,1380 CONEY ISLAND AVENUE NYC
5,115,0,0,6888,2,5,10309.0,1.0,0.0,1.0,2940.0,1668.0,1960.0,1,5,625000,2019-06-21,505 FOSTER ROAD NYC
4,203,0,0,12020,4,5,11436.0,1.0,0.0,1.0,2279.0,1094.0,1950.0,1,5,525000,2019-04-09,145-36 FOCH BOULEVARD NYC
5,140,6,5,1257,28,15,10303.0,5.0,0.0,5.0,7250.0,3748.0,1915.0,2,15,725000,2019-01-22,201 SOUTH AVENUE NYC
2,151,1,0,4113,38,126,10461.0,2.0,1.0,3.0,2500.0,2646.0,1929.0,1,126,720000,2019-05-15,1600 HERING AVENUE NYC
4,82,0,0,8683,13,0,11004.0,1.0,0.0,1.0,6000.0,1170.0,1955.0,1,0,740000,2019-06-06,7818 267TH STREET NYC
3,135,1,0,6813,39,9,11229.0,2.0,0.0,2.0,2074.0,2161.0,1930.0,1,9,450000,2019-08-19,3137 NOSTRAND AVENUE NYC
4,114,1,0,14039,65,10,11414.0,2.0,0.0,2.0,4000.0,2944.0,1965.0,1,10,810000,2019-01-18,161-23 83RD STREET NYC
1,146,10,4,1370,1049,109,10022.0,1.0,0.0,1.0,0.0,0.0,1981.0,2,109,420000,2019-05-15,"40 SUTTON PLACE, 7C NYC"
4,52,1,0,1934,32,9,11368.0,2.0,0.0,2.0,2112.0,3092.0,1966.0,1,9,950000,2019-10-10,104-20 ALSTYNE AVENUE NYC
4,186,0,0,9547,3,8,11419.0,1.0,0.0,1.0,2000.0,1296.0,1930.0,1,8,565000,2019-12-19,107-05 109 STREET NYC
5,57,0,0,3325,66,5,10305.0,1.0,0.0,1.0,1512.0,1148.0,1985.0,1,5,325000,2019-10-23,6 DUMONT AVENUE NYC
3,23,1,0,5630,45,126,11219.0,2.0,1.0,3.0,2467.0,4752.0,1970.0,1,126,2700000,2019-04-11,4720 15TH AVENUE NYC
5,49,0,0,649,32,1,10304.0,1.0,0.0,1.0,2500.0,1125.0,1920.0,1,1,280000,2019-12-30,14 HAMILTON STREET NYC
2,116,6,5,2766,57,15,10474.0,5.0,0.0,5.0,2000.0,2200.0,1930.0,2,15,525000,2019-09-25,648 COSTER STREET NYC
3,239,6,6,3064,27,17,11206.0,6.0,2.0,8.0,2400.0,6600.0,1920.0,2,17,3200000,2019-03-21,253 BUSHWICK AVENUE NYC
3,76,1,0,5127,43,9,11226.0,2.0,0.0,2.0,1600.0,1920.0,1920.0,1,9,1175000,2019-04-12,27 OAKLAND PLACE NYC
4,92,0,0,3856,179,1,11385.0,1.0,0.0,1.0,3000.0,1270.0,1920.0,1,1,629000,2019-05-21,88-46 75TH AVENUE NYC
3,10,0,0,6123,2,8,11209.0,1.0,0.0,1.0,1199.0,874.0,1901.0,1,8,700000,2019-08-13,451 97TH STREET NYC
3,62,10,4,161,1141,109,11217.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,970392,2019-12-18,"10 NEVINS STREET, 18I NYC"
3,8,10,4,6377,1139,109,11214.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,375180,2019-01-18,"8616 21ST AVENUE, 3G NYC"
3,77,1,0,4783,64,9,11203.0,2.0,0.0,2.0,1600.0,1740.0,1940.0,1,9,550000,2019-01-18,937 EAST 48TH STREET NYC
3,66,6,5,4311,13,16,11207.0,4.0,0.0,4.0,4000.0,3766.0,1930.0,2,16,499000,2019-02-22,658 ASHFORD ST NYC
2,142,0,0,2782,92,5,10456.0,1.0,0.0,1.0,1327.0,1312.0,1899.0,1,5,310000,2019-06-28,1366 TELLER AVENUE NYC
3,55,12,7,1226,1001,106,11216.0,1.0,0.0,1.0,0.0,0.0,2006.0,2,106,884500,2019-06-21,"727 PROSPECT PLACE, 1A NYC"
4,6,2,0,15913,49,13,11692.0,3.0,0.0,3.0,2750.0,3726.0,1901.0,1,13,630000,2019-06-07,320 BEACH 67 STREET NYC
3,139,1,0,8538,25,11,11234.0,2.0,0.0,2.0,2000.0,1504.0,1930.0,1,11,805000,2019-11-07,2137 EAST 38TH STREET NYC
1,134,10,4,349,1232,109,10002.0,1.0,0.0,1.0,0.0,0.0,1925.0,2,109,2275000,2019-06-27,"150 RIVINGTON STREET, 5F NYC"
3,79,1,0,4588,6,9,11203.0,2.0,0.0,2.0,1734.0,2244.0,1929.0,1,9,870000,2019-09-26,866 EAST NEW YORK AVENUE NYC
3,97,1,0,7121,46,10,11223.0,2.0,0.0,2.0,1700.0,1428.0,1930.0,1,10,980000,2019-03-29,185 AVENUE V NYC
1,224,10,4,1566,1087,109,10028.0,1.0,0.0,1.0,0.0,0.0,1986.0,2,109,1175000,2019-08-06,"455 EAST 86TH STREET, 23C NYC"
4,171,2,0,9079,29,13,11416.0,3.0,0.0,3.0,2800.0,2158.0,1920.0,1,13,450000,2019-07-12,101-13 78TH STREET NYC
3,19,1,0,6194,56,10,11204.0,2.0,0.0,2.0,2500.0,1860.0,1930.0,1,10,1150000,2019-04-10,1839 73RD STREET NYC
4,212,0,0,10311,16,1,11434.0,1.0,0.0,1.0,4000.0,1504.0,1925.0,1,1,177650,2019-11-26,114-16 180TH STREET NYC
4,119,1,0,9702,24,11,11435.0,2.0,0.0,2.0,3000.0,1501.0,1930.0,1,11,550000,2019-06-13,144-36 87TH ROAD NYC
1,223,6,4,1436,33,20,10065.0,22.0,2.0,24.0,2744.0,12180.0,1910.0,2,19,11833334,2019-02-19,348 EAST 62ND STREET NYC
4,208,1,0,11707,46,11,11420.0,2.0,0.0,2.0,2500.0,1416.0,1925.0,1,11,400000,2019-02-11,115-22 115TH STREET NYC
4,236,1,0,4683,150,10,11357.0,2.0,0.0,2.0,0.0,0.0,2017.0,1,10,1476463,2019-05-10,151-07 17TH AVENUE NYC
1,75,10,4,53,1302,109,10006.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,1300000,2019-08-26,"123 WASHINGTON STREET, 47A NYC"
2,217,0,0,5546,131,1,10465.0,1.0,0.0,1.0,4331.0,1600.0,1988.0,1,1,680000,2019-09-23,2825 CROSS BRONX EXPWY NYC
5,163,0,0,2391,142,5,10314.0,1.0,0.0,1.0,1600.0,1400.0,1992.0,1,5,499900,2019-05-29,57 SHALE STREET NYC
1,224,10,4,1550,1106,109,10128.0,1.0,0.0,1.0,0.0,0.0,1988.0,2,109,1925000,2019-01-04,"360 EAST 88TH ST, 25C NYC"
4,143,34,8,3054,1023,119,11379.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,119,550000,2019-01-23,"66-83 70TH STREET, P6 NYC"
4,133,10,4,30,1097,109,11101.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,1780000,2019-09-04,"5-09 48TH AVENUE, 7A NYC"
5,163,3,1,2401,1368,108,10314.0,1.0,0.0,1.0,0.0,0.0,1988.0,1,108,415000,2019-08-07,"136A LAMPED LOOP, 88 NYC"
1,226,10,4,1115,2136,109,10023.0,1.0,0.0,1.0,0.0,0.0,1979.0,2,109,1985588,2019-05-02,"30 WEST 63RD STREET, 31L NYC"
5,140,6,4,1148,36,14,10303.0,12.0,0.0,12.0,14200.0,7000.0,1931.0,2,14,1600000,2019-08-20,"475 MORNINGSTAR ROAD, SUPT NYC"
5,161,0,0,4057,107,5,10306.0,1.0,0.0,1.0,1470.0,1080.0,1980.0,1,5,432500,2019-04-23,252 MILTON AVENUE NYC
4,194,1,0,13464,13,11,11413.0,2.0,0.0,2.0,4100.0,2000.0,1950.0,1,11,540000,2019-03-25,146-49 230TH STREET NYC
4,171,0,0,8997,40,5,11416.0,1.0,0.0,1.0,1700.0,1145.0,1920.0,1,5,382500,2019-03-18,94-15 75TH STREET NYC
5,95,0,0,3535,94,5,10306.0,1.0,0.0,1.0,2758.0,1870.0,1970.0,1,5,547500,2019-04-22,25 STOBE AVENUE NYC
1,231,10,4,2134,1414,109,10032.0,1.0,0.0,1.0,0.0,0.0,1900.0,2,109,102500,2019-08-25,"807 RIVERSIDE DRIVE, 2B NYC"
1,102,10,4,610,1032,109,10014.0,1.0,0.0,1.0,0.0,0.0,1931.0,2,109,1350000,2019-03-15,"45 CHRISTOPHER STREET, 4F NYC"
2,205,2,0,3731,59,5,10472.0,1.0,0.0,1.0,1800.0,1656.0,1960.0,1,13,500000,2019-08-06,1049 UNDERHILL AVENUE NYC
4,72,0,0,15665,76,1,11691.0,1.0,0.0,1.0,5000.0,2056.0,1920.0,1,1,526000,2019-12-06,2339 ENRIGHT ROAD NYC
3,172,0,0,1081,59,4,11215.0,1.0,0.0,1.0,1615.0,2712.0,1899.0,1,4,3690000,2019-05-30,569 4TH STREET NYC
4,189,6,5,3560,3,15,11385.0,6.0,0.0,6.0,2500.0,3750.0,1931.0,2,15,1300000,2019-12-31,879 CYPRESS AVENUE NYC
2,176,1,0,4452,48,9,10469.0,2.0,0.0,2.0,1900.0,1966.0,1965.0,1,9,665000,2019-09-10,1076 ALLERTON AVE NYC
4,141,0,0,2634,26,5,11378.0,1.0,0.0,1.0,918.0,1377.0,1930.0,1,5,819000,2019-12-13,6066 54 STREET NYC
4,7,10,4,905,1194,109,11102.0,1.0,0.0,1.0,0.0,0.0,1989.0,2,109,520000,2019-01-02,"25-40 SHORE BOULEVARD, 9S NYC"
4,7,6,5,703,36,15,11101.0,6.0,0.0,6.0,2500.0,3930.0,1928.0,2,15,4200000,2019-11-25,34-24 44TH STREET NYC
2,9,1,0,3045,110,9,10457.0,2.0,0.0,2.0,2785.0,2565.0,1998.0,1,9,610000,2019-06-28,2044 BATHGATE AVE NYC
4,207,5,0,10044,23,40,11435.0,0.0,0.0,0.0,2500.0,0.0,1931.0,1,39,30000,2019-12-11,144-19 106TH AVENUE NYC
5,3,3,1,6017,4005,108,10312.0,1.0,0.0,1.0,0.0,0.0,1979.0,1,108,495000,2019-02-05,"48 HAMMOCK LANE, N/A NYC"
3,100,1,0,2701,27,12,11222.0,2.0,0.0,2.0,2500.0,2625.0,1910.0,1,12,1750000,2019-12-18,40 BROOME STREET NYC
4,85,0,0,6922,7,2,11365.0,1.0,0.0,1.0,4000.0,1200.0,1950.0,1,2,878000,2019-09-25,168-07 69TH AVENUE NYC
4,52,2,0,1968,155,13,11368.0,3.0,0.0,3.0,2000.0,3220.0,1972.0,1,13,1380000,2019-02-26,56-43 VAN CLEEF STREET NYC
4,212,0,0,10982,212,5,11412.0,1.0,0.0,1.0,2142.0,1280.0,1940.0,1,5,530000,2019-07-26,11229 205TH ST NYC
1,40,36,8,172,1001,118,10013.0,0.0,1.0,1.0,0.0,0.0,1990.0,4,118,9270000,2019-01-18,"376 BROADWAY, C1 NYC"
4,208,0,0,11775,201,1,11420.0,1.0,0.0,1.0,2000.0,812.0,1925.0,1,1,149750,2019-12-18,12933 135TH PLACE NYC
4,84,0,0,5758,33,5,11357.0,1.0,0.0,1.0,2250.0,1296.0,1950.0,1,5,750000,2019-02-27,163-60 22ND AVENUE NYC
3,201,1,0,7355,7,126,11229.0,2.0,1.0,3.0,2000.0,2480.0,1927.0,1,126,1535000,2019-01-28,2218 AVENUE U NYC
3,33,12,7,3254,1003,106,11221.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,106,609932,2019-03-19,"267 EVERGREEN AVENUE, 2B NYC"
5,195,1,0,7054,425,10,10309.0,2.0,0.0,2.0,4000.0,2584.0,1980.0,1,10,720000,2019-09-16,18 KUNATH AVENUE NYC
1,223,10,4,1484,1358,109,10021.0,1.0,0.0,1.0,0.0,0.0,1985.0,2,109,3810000,2019-11-14,"515 EAST 72ND STREET, 39B NYC"
1,227,10,4,1226,1150,109,10025.0,1.0,0.0,1.0,0.0,0.0,1971.0,2,109,719000,2019-07-22,"169 WEST 95TH STREET, 7H NYC"
3,66,1,0,4291,146,10,11208.0,2.0,0.0,2.0,2050.0,2132.0,2005.0,1,10,1213530,2019-08-08,763 DREW STREET NYC
4,211,1,0,12984,15,11,11434.0,2.0,0.0,2.0,3242.0,1728.0,1920.0,1,11,450000,2019-12-06,132-41 BENNETT COURT NYC
3,76,1,0,5140,18,126,11226.0,2.0,1.0,3.0,2000.0,4160.0,1930.0,1,126,1150000,2019-07-17,1634 NOSTRAND NYC
2,13,6,5,3318,86,16,10468.0,4.0,0.0,4.0,2381.0,3040.0,1925.0,2,16,875000,2019-03-28,2792 MORRIS AVENUE NYC
4,133,10,4,430,1086,109,11101.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1234833,2019-03-29,"25-19 43RD AVENUE, PH9 NYC"
1,94,10,4,877,1057,109,10010.0,1.0,0.0,1.0,0.0,0.0,2012.0,2,109,1420000,2019-06-28,"160 EAST 22ND STREET, 15B NYC"
2,205,6,5,3741,17,16,10472.0,4.0,0.0,4.0,2500.0,3485.0,1927.0,2,16,800000,2019-08-28,1128 BOYNTON AVENUE NYC
5,98,0,0,4500,46,5,10308.0,1.0,0.0,1.0,2500.0,1280.0,1983.0,1,5,522000,2019-08-19,119 TANGLEWOOD DRIVE NYC
4,203,1,0,12082,46,10,11436.0,2.0,0.0,2.0,3800.0,2254.0,2005.0,1,10,1,2019-09-10,130-17 INWOOD STREET NYC
3,64,1,0,6167,24,9,11228.0,2.0,0.0,2.0,2500.0,2314.0,1955.0,1,9,1600000,2019-01-16,1342 70 STREET NYC
3,201,1,0,7351,17,9,11229.0,2.0,0.0,2.0,4000.0,2662.0,1925.0,1,9,1776000,2019-06-18,2126 EAST 19TH STREET NYC
3,97,20,8,6580,1301,110,11204.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,110,3029294,2019-07-18,"1414 WEST 4TH STREET, C1 NYC"
1,146,10,4,1320,2173,109,10017.0,1.0,0.0,1.0,0.0,0.0,1988.0,2,109,2400000,2019-02-28,"236 EAST 47TH STREET, PH2-C NYC"
2,153,0,0,2286,33,125,10454.0,1.0,1.0,2.0,1666.0,3000.0,1910.0,1,125,2500,2019-11-07,446 EAST 142 STREET NYC
1,134,10,4,248,1129,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,2306258,2019-04-15,"250 SOUTH STREET, 18A NYC"
1,147,10,4,1032,1215,109,10036.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,1025000,2019-09-24,"350 WEST 42ND STREET, 21F NYC"
5,180,0,0,1057,64,1,10302.0,1.0,0.0,1.0,2800.0,1248.0,1925.0,1,1,274000,2019-09-30,14 BEEKMAN STREET NYC
1,227,10,4,1247,1067,109,10024.0,1.0,0.0,1.0,0.0,0.0,1950.0,2,109,830000,2019-08-16,"340 WEST 86TH STREET, 12D NYC"
4,84,0,0,7376,31,5,11364.0,1.0,0.0,1.0,2425.0,896.0,1955.0,1,5,615000,2019-04-25,50-52 FRANCIS LEWIS BLVD NYC
1,145,10,4,1309,1156,109,10022.0,1.0,0.0,1.0,0.0,0.0,1937.0,2,109,1175000,2019-06-14,"135 EAST 54TH STREET, 7B NYC"
1,107,10,4,2064,1190,109,10031.0,1.0,0.0,1.0,0.0,0.0,1951.0,2,109,703000,2019-03-06,"441 CONVENT AVENUE, 6O NYC"
4,212,0,0,10946,180,1,11412.0,1.0,0.0,1.0,3000.0,1298.0,1920.0,1,1,282000,2019-10-24,110-11 205TH STREET NYC
4,118,0,0,1359,52,5,11370.0,1.0,0.0,1.0,2000.0,1424.0,1940.0,1,5,750000,2019-10-09,25-25 85TH STREET NYC
3,243,1,0,5283,37,126,11218.0,2.0,1.0,3.0,2904.0,3700.0,1931.0,1,126,2025000,2019-06-19,424 GREENWOOD AVENUE NYC
3,201,3,1,7470,1102,108,11235.0,1.0,0.0,1.0,0.0,0.0,1999.0,1,108,10,2019-10-22,"2654 EAST 26TH STREET, 2A NYC"
3,182,12,7,1122,1102,106,11238.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,106,1925000,2019-04-24,"873 PACIFIC STREET, 1B NYC"
4,194,0,0,13690,162,5,11422.0,1.0,0.0,1.0,2500.0,1156.0,1960.0,1,5,480000,2019-04-12,259-58 149TH AVENUE NYC
4,133,10,4,600,1106,109,11101.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,881975,2019-10-17,"31-19 37TH AVENUE, 3B NYC"
4,191,34,8,16173,1079,119,11694.0,0.0,1.0,1.0,0.0,0.0,2006.0,4,119,795000,2019-04-25,"1-68 BEACH 101 STREET, 12 NYC"
3,10,0,0,6042,65,1,11209.0,1.0,0.0,1.0,2217.0,1392.0,1925.0,1,1,950000,2019-11-26,129 87TH STREET NYC
3,170,1,0,8408,21,10,11234.0,2.0,0.0,2.0,2000.0,1245.0,1930.0,1,10,620000,2019-01-31,1538 EAST 66 STREET NYC
5,242,0,0,1975,503,125,10314.0,1.0,1.0,2.0,5640.0,1960.0,1975.0,1,125,850000,2019-04-18,1023 FOREST HILL ROAD NYC
4,212,1,0,12470,43,11,11434.0,2.0,0.0,2.0,3400.0,1396.0,1925.0,1,11,400000,2019-04-18,17633 120TH AVENUE NYC
4,7,1,0,538,2,9,11102.0,2.0,0.0,2.0,2500.0,1140.0,1901.0,1,9,985000,2019-10-18,1445 29TH AVENUE NYC
4,48,1,0,4004,39,10,11356.0,2.0,0.0,2.0,2500.0,1576.0,1930.0,1,10,300000,2019-11-15,11-23 127TH STREET NYC
1,223,10,4,1416,1018,109,10065.0,1.0,0.0,1.0,0.0,0.0,1967.0,2,109,1932129,2019-05-15,"200 EAST 62, 6B NYC"
3,29,34,8,245,1462,116,11201.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,116,185562,2019-05-02,"360 FURMAN STREET, PC NYC"
5,235,1,0,1483,14,10,10314.0,2.0,0.0,2.0,4800.0,2408.0,1970.0,1,10,730000,2019-07-18,31 JAFFE STREET NYC
4,129,1,0,13200,9,11,11422.0,2.0,0.0,2.0,3142.0,1352.0,1930.0,1,11,680000,2019-05-10,135-53 234 STREET NYC
4,211,0,0,13356,21,5,11413.0,1.0,0.0,1.0,1681.0,828.0,2009.0,1,5,454000,2019-09-06,182-12 146TH ROAD NYC
5,242,0,0,787,22,1,10314.0,1.0,0.0,1.0,4000.0,2105.0,1965.0,1,1,915000,2019-11-12,271 MARTIN AVENUE NYC
4,186,0,0,9536,83,1,11419.0,1.0,0.0,1.0,1888.0,1476.0,1925.0,1,1,480000,2019-12-20,104-17 113TH STREET NYC
5,215,0,0,606,25,2,10301.0,1.0,0.0,1.0,4040.0,1296.0,1950.0,1,2,85000,2019-11-11,134 DUDLEY AVENUE NYC
4,125,0,0,3352,38,125,11415.0,1.0,1.0,2.0,3072.0,2341.0,1910.0,1,125,10,2019-09-20,82-38 KEW GARDENS ROAD NYC
3,148,15,8,6704,84,70,11230.0,0.0,2.0,2.0,5958.0,3200.0,1923.0,4,69,2727500,2019-02-25,1261 CONEY ISLAND AVENUE NYC
5,193,0,0,2985,64,5,10305.0,1.0,0.0,1.0,1095.0,1060.0,1988.0,1,5,365000,2019-01-23,45 MARYLAND LANE NYC
3,148,34,8,6747,1113,119,11230.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,119,450000,2019-07-18,"1389 EAST 18TH STREET, P3 NYC"
3,64,1,0,6337,70,9,11228.0,2.0,0.0,2.0,2000.0,3012.0,1925.0,1,9,1325000,2019-12-23,1117 86TH STREET NYC
4,236,1,0,4503,8,11,11357.0,2.0,0.0,2.0,6475.0,1942.0,1935.0,1,11,950000,2019-10-31,149-10 11TH AVENUE NYC
1,105,10,4,1746,1091,109,10035.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,109,1100000,2019-10-01,"1485 5 AVENUE, 16G NYC"
4,247,1,0,1328,44,126,11377.0,2.0,1.0,3.0,2037.0,1823.0,1931.0,1,126,997000,2019-08-12,4028 58TH STREET NYC
1,134,10,4,248,1306,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1482499,2019-09-27,"252 SOUTH STREET, 30K NYC"
3,201,1,0,7367,47,9,11229.0,2.0,0.0,2.0,2000.0,2226.0,1950.0,1,9,890000,2019-09-17,2169 FORD STREET NYC
2,151,2,0,4043,4,13,10462.0,3.0,0.0,3.0,1845.0,1566.0,1965.0,1,13,660000,2019-11-06,808 VAN NEST AVENUE NYC
3,14,34,8,1781,1103,119,11221.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,119,999000,2019-03-06,"806 DEKALB AVENUE, P3 NYC"
1,105,6,4,2006,37,14,10030.0,11.0,0.0,11.0,2498.0,9265.0,1910.0,2,14,21400000,2019-12-20,102 WEST 138 STREET NYC
4,186,0,0,9387,17,1,11416.0,1.0,0.0,1.0,4967.0,1786.0,1920.0,1,1,775000,2019-07-02,95-26 106TH STREET NYC
1,223,10,4,1375,1432,109,10022.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,32396000,2019-01-07,"520 PARK AVENUE, PH48 NYC"
2,127,1,0,3252,359,11,10463.0,2.0,0.0,2.0,4742.0,2832.0,1940.0,1,11,950000,2019-03-18,106 GALE PLACE NYC
5,220,0,0,7868,31,5,10307.0,1.0,0.0,1.0,1514.0,1195.0,2005.0,1,5,460000,2019-10-07,10 SPRAGUE AVENUE NYC
3,56,1,0,4129,35,10,11208.0,2.0,0.0,2.0,1943.0,2820.0,1901.0,1,10,607500,2019-07-15,408 RIDGEWOOD AVENUE NYC
2,11,1,0,4980,85,10,10466.0,2.0,0.0,2.0,2500.0,1848.0,1915.0,1,10,694000,2019-03-22,4033 EDSON AVENUE NYC
3,148,34,8,6742,1018,116,11230.0,0.0,1.0,1.0,0.0,0.0,2008.0,4,116,782500,2019-11-18,"1322 EAST 14TH STREET, P4 NYC"
3,79,1,0,4658,51,9,11203.0,2.0,0.0,2.0,2500.0,4080.0,1935.0,1,9,830000,2019-02-07,245 EAST 52ND STREET NYC
3,239,1,0,2790,27,126,11206.0,2.0,1.0,3.0,1462.0,1928.0,1920.0,1,126,420000,2019-07-30,114 BUSHWICK AVENUE NYC
3,201,0,0,7386,69,5,11229.0,1.0,0.0,1.0,1600.0,1592.0,1940.0,1,5,828000,2019-10-17,2243 EAST 28TH STREET NYC
1,105,1,0,1750,62,11,10035.0,2.0,0.0,2.0,1873.0,4343.0,1909.0,1,11,3400000,2019-11-15,24 EAST 126 STREET NYC
4,129,0,0,12904,19,5,11413.0,1.0,0.0,1.0,2042.0,1456.0,1930.0,1,5,464000,2019-05-01,130-35 226TH STREET NYC
1,155,10,4,890,1413,109,10016.0,1.0,0.0,1.0,0.0,0.0,2001.0,2,109,10,2019-11-09,"143 EAST 34TH STREET, 7S NYC"
2,205,6,5,3872,51,16,10472.0,4.0,0.0,4.0,2500.0,2706.0,1927.0,2,16,730000,2019-12-05,1335 NOBLE AVENUE NYC
3,14,6,5,1849,14,15,11216.0,6.0,0.0,6.0,4000.0,4500.0,1910.0,2,15,2300000,2019-09-03,64 MACON STREET NYC
5,96,0,0,3154,4,5,10304.0,1.0,0.0,1.0,2155.0,1310.0,2003.0,1,5,639000,2019-10-21,83 BALTIC AVENUE NYC
5,163,1,0,2394,1,10,10314.0,2.0,0.0,2.0,4700.0,2744.0,1970.0,1,10,770000,2019-02-01,89 FRASER STREET NYC
4,118,1,0,1396,54,11,11370.0,2.0,0.0,2.0,2242.0,1971.0,1925.0,1,11,910000,2019-04-26,31-13 84TH STREET NYC
1,224,10,4,1569,1103,109,10128.0,1.0,0.0,1.0,0.0,0.0,1963.0,2,109,1700000,2019-08-19,"401 EAST 89TH STREET, 8GH NYC"
4,119,1,0,9992,50,9,11435.0,2.0,0.0,2.0,2400.0,2192.0,1915.0,1,9,998200,2019-11-13,143-27 95TH AVENUE NYC
5,103,0,0,590,96,1,10301.0,1.0,0.0,1.0,10906.0,1920.0,1925.0,1,1,740000,2019-11-04,23 THERESA PLACE NYC
